Ensembl Transcript ID	Ensembl Gene ID	Associated Gene Name
ENST00000312017	ENSG00000021461	CYP3A43
ENST00000222382	ENSG00000021461	CYP3A43
ENST00000631161	ENSG00000021461	CYP3A43
ENST00000342499	ENSG00000021461	CYP3A43
ENST00000317449	ENSG00000177363	LRRN4CL
ENST00000435929	ENSG00000231247	PPP1R18
ENST00000412189	ENSG00000231247	PPP1R18
ENST00000572447	ENSG00000129195	FAM64A
ENST00000250056	ENSG00000129195	FAM64A
ENST00000571373	ENSG00000129195	FAM64A
ENST00000570337	ENSG00000129195	FAM64A
ENST00000572595	ENSG00000129195	FAM64A
ENST00000576056	ENSG00000129195	FAM64A
ENST00000614096	ENSG00000114062	UBE3A
ENST00000630424	ENSG00000114062	UBE3A
ENST00000232165	ENSG00000114062	UBE3A
ENST00000428984	ENSG00000114062	UBE3A
ENST00000566215	ENSG00000114062	UBE3A
ENST00000626176	ENSG00000114062	UBE3A
ENST00000604860	ENSG00000114062	UBE3A
ENST00000397954	ENSG00000114062	UBE3A
ENST00000625778	ENSG00000114062	UBE3A
ENST00000438097	ENSG00000114062	UBE3A
ENST00000245105	ENSG00000125089	SH3TC1
ENST00000508641	ENSG00000125089	SH3TC1
ENST00000594436	ENSG00000261857	MIA
ENST00000597784	ENSG00000261857	MIA
ENST00000263369	ENSG00000261857	MIA
ENST00000597140	ENSG00000261857	MIA
ENST00000214869	ENSG00000099203	TMED1
ENST00000591695	ENSG00000099203	TMED1
ENST00000588289	ENSG00000099203	TMED1
ENST00000591157	ENSG00000099203	TMED1
ENST00000589638	ENSG00000099203	TMED1
ENST00000557436	ENSG00000125384	PTGER2
ENST00000245457	ENSG00000125384	PTGER2
ENST00000328570	ENSG00000182783	OR2T29
ENST00000370574	ENSG00000117174	ZNHIT6
ENST00000431532	ENSG00000117174	ZNHIT6
ENST00000563594	ENSG00000140995	DEF8
ENST00000562578	ENSG00000140995	DEF8
ENST00000268676	ENSG00000140995	DEF8
ENST00000562986	ENSG00000140995	DEF8
ENST00000569453	ENSG00000140995	DEF8
ENST00000418391	ENSG00000140995	DEF8
ENST00000561959	ENSG00000140995	DEF8
ENST00000567874	ENSG00000140995	DEF8
ENST00000570182	ENSG00000140995	DEF8
ENST00000563795	ENSG00000140995	DEF8
ENST00000610455	ENSG00000140995	DEF8
ENST00000617948	ENSG00000140995	DEF8
ENST00000320876	ENSG00000101596	SMCHD1
ENST00000577880	ENSG00000101596	SMCHD1
ENST00000446855	ENSG00000230669	PSMB8
ENST00000455660	ENSG00000230669	PSMB8
ENST00000436627	ENSG00000230669	PSMB8
ENST00000629756	ENSG00000274405	SPAG11B
ENST00000628628	ENSG00000274405	SPAG11B
ENST00000615672	ENSG00000274405	SPAG11B
ENST00000620054	ENSG00000274405	SPAG11B
ENST00000613163	ENSG00000274405	SPAG11B
ENST00000619134	ENSG00000274405	SPAG11B
ENST00000622314	ENSG00000274405	SPAG11B
ENST00000617162	ENSG00000274405	SPAG11B
ENST00000617378	ENSG00000274405	SPAG11B
ENST00000249041	ENSG00000128310	GALR3
ENST00000368141	ENSG00000163563	MNDA
ENST00000545712	ENSG00000139428	MMAB
ENST00000427603	ENSG00000071054	MAP4K4
ENST00000425019	ENSG00000071054	MAP4K4
ENST00000634702	ENSG00000071054	MAP4K4
ENST00000413150	ENSG00000071054	MAP4K4
ENST00000347699	ENSG00000071054	MAP4K4
ENST00000456652	ENSG00000071054	MAP4K4
ENST00000417294	ENSG00000071054	MAP4K4
ENST00000350878	ENSG00000071054	MAP4K4
ENST00000302217	ENSG00000071054	MAP4K4
ENST00000350198	ENSG00000071054	MAP4K4
ENST00000324219	ENSG00000071054	MAP4K4
ENST00000627726	ENSG00000071054	MAP4K4
ENST00000625522	ENSG00000071054	MAP4K4
ENST00000400365	ENSG00000189169	KRTAP10-12
ENST00000618832	ENSG00000189169	KRTAP10-12
ENST00000437403	ENSG00000224234	OR10C1
ENST00000551349	ENSG00000224234	OR10C1
ENST00000222761	ENSG00000106038	EVX1
ENST00000496902	ENSG00000106038	EVX1
ENST00000262990	ENSG00000109445	ZNF330
ENST00000507532	ENSG00000109445	ZNF330
ENST00000512809	ENSG00000109445	ZNF330
ENST00000515453	ENSG00000109445	ZNF330
ENST00000503649	ENSG00000109445	ZNF330
ENST00000512738	ENSG00000109445	ZNF330
ENST00000506302	ENSG00000109445	ZNF330
ENST00000293648	ENSG00000171466	ZNF562
ENST00000453372	ENSG00000171466	ZNF562
ENST00000590155	ENSG00000171466	ZNF562
ENST00000587392	ENSG00000171466	ZNF562
ENST00000588653	ENSG00000171466	ZNF562
ENST00000589542	ENSG00000171466	ZNF562
ENST00000530135	ENSG00000183801	OLFML1
ENST00000329293	ENSG00000183801	OLFML1
ENST00000473637	ENSG00000141568	FOXK2
ENST00000335255	ENSG00000141568	FOXK2
ENST00000531030	ENSG00000141568	FOXK2
ENST00000526383	ENSG00000141568	FOXK2
ENST00000622867	ENSG00000141568	FOXK2
ENST00000621189	ENSG00000160957	RECQL4
ENST00000617875	ENSG00000160957	RECQL4
ENST00000534626	ENSG00000160957	RECQL4
ENST00000532846	ENSG00000160957	RECQL4
ENST00000293471	ENSG00000176024	ZNF613
ENST00000391794	ENSG00000176024	ZNF613
ENST00000599683	ENSG00000176024	ZNF613
ENST00000600853	ENSG00000176024	ZNF613
ENST00000613007	ENSG00000176024	ZNF613
ENST00000359232	ENSG00000197119	SLC25A29
ENST00000554912	ENSG00000197119	SLC25A29
ENST00000392908	ENSG00000197119	SLC25A29
ENST00000556505	ENSG00000197119	SLC25A29
ENST00000555927	ENSG00000197119	SLC25A29
ENST00000554291	ENSG00000197119	SLC25A29
ENST00000590851	ENSG00000129990	SYT5
ENST00000354308	ENSG00000129990	SYT5
ENST00000537500	ENSG00000129990	SYT5
ENST00000587067	ENSG00000129990	SYT5
ENST00000589172	ENSG00000129990	SYT5
ENST00000592470	ENSG00000129990	SYT5
ENST00000378621	ENSG00000147036	LANCL3
ENST00000378619	ENSG00000147036	LANCL3
ENST00000614025	ENSG00000147036	LANCL3
ENST00000332690	ENSG00000185899	TAS2R60
ENST00000317635	ENSG00000178307	TMEM11
ENST00000307522	ENSG00000169515	CCDC8
ENST00000450425	ENSG00000223465	LST1
ENST00000427507	ENSG00000223465	LST1
ENST00000455493	ENSG00000223465	LST1
ENST00000423871	ENSG00000223465	LST1
ENST00000451641	ENSG00000223465	LST1
ENST00000429792	ENSG00000223465	LST1
ENST00000417428	ENSG00000223465	LST1
ENST00000440253	ENSG00000223465	LST1
ENST00000414266	ENSG00000223465	LST1
ENST00000425495	ENSG00000223465	LST1
ENST00000429910	ENSG00000223465	LST1
ENST00000448749	ENSG00000223465	LST1
ENST00000440242	ENSG00000223465	LST1
ENST00000432164	ENSG00000223465	LST1
ENST00000437812	ENSG00000223465	LST1
ENST00000433420	ENSG00000223465	LST1
ENST00000371756	ENSG00000130560	UBAC1
ENST00000592173	ENSG00000153391	INO80C
ENST00000334598	ENSG00000153391	INO80C
ENST00000590757	ENSG00000153391	INO80C
ENST00000441607	ENSG00000153391	INO80C
ENST00000586489	ENSG00000153391	INO80C
ENST00000587450	ENSG00000153391	INO80C
ENST00000591139	ENSG00000153391	INO80C
ENST00000586449	ENSG00000153391	INO80C
ENST00000366473	ENSG00000203661	OR2T5
ENST00000367012	ENSG00000082497	SERTAD4
ENST00000261655	ENSG00000060709	RIMBP2
ENST00000536632	ENSG00000060709	RIMBP2
ENST00000535703	ENSG00000060709	RIMBP2
ENST00000536002	ENSG00000060709	RIMBP2
ENST00000381356	ENSG00000205707	LYRM5
ENST00000052754	ENSG00000011465	DCN
ENST00000548218	ENSG00000011465	DCN
ENST00000552962	ENSG00000011465	DCN
ENST00000441303	ENSG00000011465	DCN
ENST00000420120	ENSG00000011465	DCN
ENST00000547568	ENSG00000011465	DCN
ENST00000546391	ENSG00000011465	DCN
ENST00000456569	ENSG00000011465	DCN
ENST00000550758	ENSG00000011465	DCN
ENST00000547937	ENSG00000011465	DCN
ENST00000552145	ENSG00000011465	DCN
ENST00000550563	ENSG00000011465	DCN
ENST00000549513	ENSG00000011465	DCN
ENST00000546370	ENSG00000011465	DCN
ENST00000546745	ENSG00000011465	DCN
ENST00000550099	ENSG00000011465	DCN
ENST00000551354	ENSG00000011465	DCN
ENST00000425043	ENSG00000011465	DCN
ENST00000393155	ENSG00000011465	DCN
ENST00000338432	ENSG00000076555	ACACB
ENST00000544726	ENSG00000076555	ACACB
ENST00000538526	ENSG00000076555	ACACB
ENST00000377848	ENSG00000076555	ACACB
ENST00000377854	ENSG00000076555	ACACB
ENST00000613053	ENSG00000277362	KIR2DL4
ENST00000355849	ENSG00000131773	KHDRBS3
ENST00000524199	ENSG00000131773	KHDRBS3
ENST00000517394	ENSG00000131773	KHDRBS3
ENST00000517859	ENSG00000131773	KHDRBS3
ENST00000524282	ENSG00000131773	KHDRBS3
ENST00000254337	ENSG00000132017	DCAF15
ENST00000296474	ENSG00000164078	MST1R
ENST00000411578	ENSG00000164078	MST1R
ENST00000344206	ENSG00000164078	MST1R
ENST00000434765	ENSG00000164078	MST1R
ENST00000440292	ENSG00000164078	MST1R
ENST00000621387	ENSG00000164078	MST1R
ENST00000612032	ENSG00000164078	MST1R
ENST00000613534	ENSG00000164078	MST1R
ENST00000312457	ENSG00000175514	GPR152
ENST00000478393	ENSG00000106526	ACTR3C
ENST00000252071	ENSG00000106526	ACTR3C
ENST00000477871	ENSG00000106526	ACTR3C
ENST00000477367	ENSG00000106526	ACTR3C
ENST00000539352	ENSG00000106526	ACTR3C
ENST00000373673	ENSG00000179774	ATOH7
ENST00000272348	ENSG00000143977	SNRPG
ENST00000482975	ENSG00000143977	SNRPG
ENST00000438261	ENSG00000143977	SNRPG
ENST00000449935	ENSG00000143977	SNRPG
ENST00000413456	ENSG00000143977	SNRPG
ENST00000525115	ENSG00000177614	PGBD5
ENST00000333396	ENSG00000170854	MINA
ENST00000394198	ENSG00000170854	MINA
ENST00000360258	ENSG00000170854	MINA
ENST00000514314	ENSG00000170854	MINA
ENST00000507612	ENSG00000170854	MINA
ENST00000557275	ENSG00000176438	SYNE3
ENST00000334258	ENSG00000176438	SYNE3
ENST00000554873	ENSG00000176438	SYNE3
ENST00000553340	ENSG00000176438	SYNE3
ENST00000173898	ENSG00000067445	TRO
ENST00000319167	ENSG00000067445	TRO
ENST00000445561	ENSG00000067445	TRO
ENST00000375022	ENSG00000067445	TRO
ENST00000399736	ENSG00000067445	TRO
ENST00000375041	ENSG00000067445	TRO
ENST00000420798	ENSG00000067445	TRO
ENST00000512215	ENSG00000138814	PPP3CA
ENST00000394854	ENSG00000138814	PPP3CA
ENST00000323055	ENSG00000138814	PPP3CA
ENST00000394853	ENSG00000138814	PPP3CA
ENST00000507176	ENSG00000138814	PPP3CA
ENST00000529324	ENSG00000138814	PPP3CA
ENST00000525819	ENSG00000138814	PPP3CA
ENST00000376896	ENSG00000198963	RORB
ENST00000396204	ENSG00000198963	RORB
ENST00000370459	ENSG00000154451	GBP5
ENST00000443807	ENSG00000154451	GBP5
ENST00000399353	ENSG00000205726	ITSN1
ENST00000444491	ENSG00000205726	ITSN1
ENST00000381318	ENSG00000205726	ITSN1
ENST00000381291	ENSG00000205726	ITSN1
ENST00000399367	ENSG00000205726	ITSN1
ENST00000399352	ENSG00000205726	ITSN1
ENST00000399355	ENSG00000205726	ITSN1
ENST00000399349	ENSG00000205726	ITSN1
ENST00000451686	ENSG00000205726	ITSN1
ENST00000381283	ENSG00000205726	ITSN1
ENST00000456489	ENSG00000205726	ITSN1
ENST00000419241	ENSG00000205726	ITSN1
ENST00000440794	ENSG00000205726	ITSN1
ENST00000437126	ENSG00000205726	ITSN1
ENST00000381284	ENSG00000205726	ITSN1
ENST00000420666	ENSG00000205726	ITSN1
ENST00000415023	ENSG00000205726	ITSN1
ENST00000379960	ENSG00000205726	ITSN1
ENST00000381285	ENSG00000205726	ITSN1
ENST00000437442	ENSG00000205726	ITSN1
ENST00000399338	ENSG00000205726	ITSN1
ENST00000373548	ENSG00000116478	HDAC1
ENST00000428704	ENSG00000116478	HDAC1
ENST00000379486	ENSG00000140932	CMTM2
ENST00000268595	ENSG00000140932	CMTM2
ENST00000296786	ENSG00000164332	UBLCP1
ENST00000376170	ENSG00000136754	ABI1
ENST00000376142	ENSG00000136754	ABI1
ENST00000359188	ENSG00000136754	ABI1
ENST00000376139	ENSG00000136754	ABI1
ENST00000376160	ENSG00000136754	ABI1
ENST00000376166	ENSG00000136754	ABI1
ENST00000376138	ENSG00000136754	ABI1
ENST00000376140	ENSG00000136754	ABI1
ENST00000536334	ENSG00000136754	ABI1
ENST00000490841	ENSG00000136754	ABI1
ENST00000376137	ENSG00000136754	ABI1
ENST00000346832	ENSG00000136754	ABI1
ENST00000343414	ENSG00000188558	OR2G6
ENST00000366175	ENSG00000204941	PSG5
ENST00000407356	ENSG00000204941	PSG5
ENST00000407568	ENSG00000204941	PSG5
ENST00000599812	ENSG00000204941	PSG5
ENST00000342951	ENSG00000204941	PSG5
ENST00000404580	ENSG00000204941	PSG5
ENST00000355612	ENSG00000196859	KRT39
ENST00000578078	ENSG00000196859	KRT39
ENST00000261588	ENSG00000047578	KIAA0556
ENST00000371968	ENSG00000182508	LHFPL1
ENST00000199320	ENSG00000086189	DIMT1
ENST00000506390	ENSG00000086189	DIMT1
ENST00000514911	ENSG00000086189	DIMT1
ENST00000341398	ENSG00000110400	PVRL1
ENST00000264025	ENSG00000110400	PVRL1
ENST00000340882	ENSG00000110400	PVRL1
ENST00000304060	ENSG00000171295	ZNF440
ENST00000457526	ENSG00000171295	ZNF440
ENST00000427505	ENSG00000171295	ZNF440
ENST00000414255	ENSG00000171295	ZNF440
ENST00000339374	ENSG00000165792	METTL17
ENST00000382985	ENSG00000165792	METTL17
ENST00000556670	ENSG00000165792	METTL17
ENST00000555640	ENSG00000165792	METTL17
ENST00000555533	ENSG00000165792	METTL17
ENST00000553564	ENSG00000165792	METTL17
ENST00000557550	ENSG00000165792	METTL17
ENST00000554751	ENSG00000165792	METTL17
ENST00000554283	ENSG00000165792	METTL17
ENST00000555670	ENSG00000165792	METTL17
ENST00000556733	ENSG00000165792	METTL17
ENST00000437136	ENSG00000090621	PABPC4
ENST00000372862	ENSG00000090621	PABPC4
ENST00000372858	ENSG00000090621	PABPC4
ENST00000372857	ENSG00000090621	PABPC4
ENST00000372856	ENSG00000090621	PABPC4
ENST00000530186	ENSG00000090621	PABPC4
ENST00000421687	ENSG00000090621	PABPC4
ENST00000527718	ENSG00000090621	PABPC4
ENST00000470443	ENSG00000090621	PABPC4
ENST00000474378	ENSG00000090621	PABPC4
ENST00000451091	ENSG00000090621	PABPC4
ENST00000575738	ENSG00000261897	OR5T3
ENST00000538142	ENSG00000123096	SSPN
ENST00000540266	ENSG00000123096	SSPN
ENST00000422622	ENSG00000123096	SSPN
ENST00000242729	ENSG00000123096	SSPN
ENST00000535504	ENSG00000123096	SSPN
ENST00000432715	ENSG00000164742	ADCY1
ENST00000297323	ENSG00000164742	ADCY1
ENST00000621543	ENSG00000164742	ADCY1
ENST00000513821	ENSG00000108823	SGCA
ENST00000344627	ENSG00000108823	SGCA
ENST00000262018	ENSG00000108823	SGCA
ENST00000502555	ENSG00000108823	SGCA
ENST00000511303	ENSG00000108823	SGCA
ENST00000504073	ENSG00000108823	SGCA
ENST00000390665	ENSG00000167393	PPP2R3B
ENST00000262966	ENSG00000008382	MPND
ENST00000359935	ENSG00000008382	MPND
ENST00000599840	ENSG00000008382	MPND
ENST00000594716	ENSG00000008382	MPND
ENST00000596722	ENSG00000008382	MPND
ENST00000391618	ENSG00000212933	KRTAP12-4
ENST00000394524	ENSG00000145349	CAMK2D
ENST00000513132	ENSG00000145349	CAMK2D
ENST00000511664	ENSG00000145349	CAMK2D
ENST00000342666	ENSG00000145349	CAMK2D
ENST00000515496	ENSG00000145349	CAMK2D
ENST00000514328	ENSG00000145349	CAMK2D
ENST00000394522	ENSG00000145349	CAMK2D
ENST00000505990	ENSG00000145349	CAMK2D
ENST00000379773	ENSG00000145349	CAMK2D
ENST00000508738	ENSG00000145349	CAMK2D
ENST00000509594	ENSG00000145349	CAMK2D
ENST00000296402	ENSG00000145349	CAMK2D
ENST00000450180	ENSG00000187037	GPR141
ENST00000447769	ENSG00000187037	GPR141
ENST00000334425	ENSG00000187037	GPR141
ENST00000505019	ENSG00000138658	ZGRF1
ENST00000445413	ENSG00000138658	ZGRF1
ENST00000309071	ENSG00000138658	ZGRF1
ENST00000445203	ENSG00000138658	ZGRF1
ENST00000612287	ENSG00000138658	ZGRF1
ENST00000511437	ENSG00000150756	FAM173B
ENST00000510047	ENSG00000150756	FAM173B
ENST00000504390	ENSG00000150756	FAM173B
ENST00000506108	ENSG00000150756	FAM173B
ENST00000370331	ENSG00000067208	EVI5
ENST00000540033	ENSG00000067208	EVI5
ENST00000375495	ENSG00000127081	ZNF484
ENST00000332591	ENSG00000127081	ZNF484
ENST00000395505	ENSG00000127081	ZNF484
ENST00000395506	ENSG00000127081	ZNF484
ENST00000369093	ENSG00000151923	TIAL1
ENST00000497671	ENSG00000151923	TIAL1
ENST00000436547	ENSG00000151923	TIAL1
ENST00000412524	ENSG00000151923	TIAL1
ENST00000369086	ENSG00000151923	TIAL1
ENST00000293328	ENSG00000173757	STAT5B
ENST00000415845	ENSG00000173757	STAT5B
ENST00000262844	ENSG00000101935	AMMECR1
ENST00000372059	ENSG00000101935	AMMECR1
ENST00000372057	ENSG00000101935	AMMECR1
ENST00000302287	ENSG00000170419	VSTM2A
ENST00000407838	ENSG00000170419	VSTM2A
ENST00000404951	ENSG00000170419	VSTM2A
ENST00000402613	ENSG00000170419	VSTM2A
ENST00000621718	ENSG00000274146	KIR3DL1
ENST00000622067	ENSG00000274146	KIR3DL1
ENST00000614221	ENSG00000274146	KIR3DL1
ENST00000415802	ENSG00000233141	MAS1L
ENST00000261681	ENSG00000072415	MPP5
ENST00000555925	ENSG00000072415	MPP5
ENST00000557783	ENSG00000072415	MPP5
ENST00000343262	ENSG00000140988	RPS2
ENST00000526522	ENSG00000140988	RPS2
ENST00000526586	ENSG00000140988	RPS2
ENST00000533186	ENSG00000140988	RPS2
ENST00000532746	ENSG00000140988	RPS2
ENST00000530225	ENSG00000140988	RPS2
ENST00000529806	ENSG00000140988	RPS2
ENST00000527302	ENSG00000140988	RPS2
ENST00000563194	ENSG00000140988	RPS2
ENST00000437510	ENSG00000197584	KCNMB2
ENST00000420517	ENSG00000197584	KCNMB2
ENST00000452583	ENSG00000197584	KCNMB2
ENST00000432997	ENSG00000197584	KCNMB2
ENST00000455865	ENSG00000197584	KCNMB2
ENST00000358316	ENSG00000197584	KCNMB2
ENST00000617329	ENSG00000197584	KCNMB2
ENST00000409886	ENSG00000153165	RGPD3
ENST00000304514	ENSG00000153165	RGPD3
ENST00000476320	ENSG00000186577	C6orf1
ENST00000481533	ENSG00000186577	C6orf1
ENST00000394990	ENSG00000186577	C6orf1
ENST00000468145	ENSG00000186577	C6orf1
ENST00000414441	ENSG00000146834	MEPCE
ENST00000310512	ENSG00000146834	MEPCE
ENST00000358944	ENSG00000242389	RBMY1E
ENST00000382659	ENSG00000242389	RBMY1E
ENST00000382658	ENSG00000242389	RBMY1E
ENST00000382673	ENSG00000242389	RBMY1E
ENST00000225719	ENSG00000108582	CPD
ENST00000543464	ENSG00000108582	CPD
ENST00000584221	ENSG00000108582	CPD
ENST00000579502	ENSG00000108582	CPD
ENST00000373839	ENSG00000204138	PHACTR4
ENST00000632202	ENSG00000204138	PHACTR4
ENST00000493669	ENSG00000204138	PHACTR4
ENST00000633167	ENSG00000204138	PHACTR4
ENST00000373836	ENSG00000204138	PHACTR4
ENST00000398411	ENSG00000101439	CST3
ENST00000376925	ENSG00000101439	CST3
ENST00000398409	ENSG00000101439	CST3
ENST00000613609	ENSG00000278548	ADAM18
ENST00000633768	ENSG00000278548	ADAM18
ENST00000633688	ENSG00000278548	ADAM18
ENST00000614391	ENSG00000278548	ADAM18
ENST00000311352	ENSG00000175485	OR52W1
ENST00000321560	ENSG00000179598	PLD6
ENST00000517402	ENSG00000005073	HOXA11
ENST00000006015	ENSG00000005073	HOXA11
ENST00000322954	ENSG00000137831	UACA
ENST00000379983	ENSG00000137831	UACA
ENST00000560441	ENSG00000137831	UACA
ENST00000539319	ENSG00000137831	UACA
ENST00000558758	ENSG00000137831	UACA
ENST00000560167	ENSG00000137831	UACA
ENST00000370526	ENSG00000182195	LDOC1
ENST00000378061	ENSG00000204947	ZNF425
ENST00000483014	ENSG00000204947	ZNF425
ENST00000631698	ENSG00000273594	EEF1D
ENST00000619144	ENSG00000273594	EEF1D
ENST00000632675	ENSG00000273594	EEF1D
ENST00000614575	ENSG00000273594	EEF1D
ENST00000632587	ENSG00000273594	EEF1D
ENST00000631650	ENSG00000273594	EEF1D
ENST00000632965	ENSG00000273594	EEF1D
ENST00000632423	ENSG00000273594	EEF1D
ENST00000633339	ENSG00000273594	EEF1D
ENST00000631863	ENSG00000273594	EEF1D
ENST00000632402	ENSG00000273594	EEF1D
ENST00000632115	ENSG00000273594	EEF1D
ENST00000633686	ENSG00000273594	EEF1D
ENST00000634156	ENSG00000273594	EEF1D
ENST00000632238	ENSG00000273594	EEF1D
ENST00000632162	ENSG00000273594	EEF1D
ENST00000631850	ENSG00000273594	EEF1D
ENST00000633394	ENSG00000273594	EEF1D
ENST00000633090	ENSG00000273594	EEF1D
ENST00000633928	ENSG00000273594	EEF1D
ENST00000619198	ENSG00000273594	EEF1D
ENST00000615698	ENSG00000273594	EEF1D
ENST00000615067	ENSG00000273594	EEF1D
ENST00000620155	ENSG00000273594	EEF1D
ENST00000622644	ENSG00000276459	KIR2DL3
ENST00000610900	ENSG00000276459	KIR2DL3
ENST00000390284	ENSG00000211639	IGLV4-60
ENST00000396275	ENSG00000179826	MRGPRX3
ENST00000531264	ENSG00000179826	MRGPRX3
ENST00000621697	ENSG00000179826	MRGPRX3
ENST00000397545	ENSG00000141519	CCDC40
ENST00000269318	ENSG00000141519	CCDC40
ENST00000374876	ENSG00000141519	CCDC40
ENST00000374877	ENSG00000141519	CCDC40
ENST00000535342	ENSG00000154240	CEP112
ENST00000317442	ENSG00000154240	CEP112
ENST00000392769	ENSG00000154240	CEP112
ENST00000225844	ENSG00000181374	CCL13
ENST00000577681	ENSG00000181374	CCL13
ENST00000344862	ENSG00000129317	PUS7L
ENST00000416848	ENSG00000129317	PUS7L
ENST00000551923	ENSG00000129317	PUS7L
ENST00000431332	ENSG00000129317	PUS7L
ENST00000550784	ENSG00000129317	PUS7L
ENST00000547156	ENSG00000129317	PUS7L
ENST00000553166	ENSG00000129317	PUS7L
ENST00000549868	ENSG00000129317	PUS7L
ENST00000254166	ENSG00000131849	ZNF132
ENST00000483173	ENSG00000028310	BRD9
ENST00000467963	ENSG00000028310	BRD9
ENST00000489093	ENSG00000028310	BRD9
ENST00000544378	ENSG00000091592	NLRP1
ENST00000262467	ENSG00000091592	NLRP1
ENST00000571451	ENSG00000091592	NLRP1
ENST00000269280	ENSG00000091592	NLRP1
ENST00000572272	ENSG00000091592	NLRP1
ENST00000354411	ENSG00000091592	NLRP1
ENST00000577119	ENSG00000091592	NLRP1
ENST00000619223	ENSG00000091592	NLRP1
ENST00000617618	ENSG00000091592	NLRP1
ENST00000613500	ENSG00000091592	NLRP1
ENST00000345221	ENSG00000091592	NLRP1
ENST00000290953	ENSG00000159723	AGRP
ENST00000357066	ENSG00000172081	MOB3A
ENST00000592280	ENSG00000172081	MOB3A
ENST00000373699	ENSG00000137168	PPIL1
ENST00000508053	ENSG00000138829	FBN2
ENST00000507835	ENSG00000138829	FBN2
ENST00000508989	ENSG00000138829	FBN2
ENST00000502468	ENSG00000138829	FBN2
ENST00000262464	ENSG00000138829	FBN2
ENST00000620257	ENSG00000138829	FBN2
ENST00000619499	ENSG00000138829	FBN2
ENST00000632630	ENSG00000281962	IGHV3-23
ENST00000291900	ENSG00000160445	ZER1
ENST00000301587	ENSG00000167863	ATP5H
ENST00000344546	ENSG00000167863	ATP5H
ENST00000538432	ENSG00000167863	ATP5H
ENST00000221494	ENSG00000104897	SF3A2
ENST00000586396	ENSG00000104897	SF3A2
ENST00000368192	ENSG00000117036	ETV3
ENST00000326786	ENSG00000117036	ETV3
ENST00000008391	ENSG00000008197	TFAP2D
ENST00000603798	ENSG00000170545	SMAGP
ENST00000398453	ENSG00000170545	SMAGP
ENST00000603864	ENSG00000170545	SMAGP
ENST00000605627	ENSG00000170545	SMAGP
ENST00000605426	ENSG00000170545	SMAGP
ENST00000327582	ENSG00000198754	OXCT2
ENST00000542766	ENSG00000119650	IFT43
ENST00000238628	ENSG00000119650	IFT43
ENST00000556742	ENSG00000119650	IFT43
ENST00000314067	ENSG00000119650	IFT43
ENST00000399799	ENSG00000067900	ROCK1
ENST00000635540	ENSG00000067900	ROCK1
ENST00000578051	ENSG00000067900	ROCK1
ENST00000338165	ENSG00000154920	EME1
ENST00000511648	ENSG00000154920	EME1
ENST00000510246	ENSG00000154920	EME1
ENST00000393271	ENSG00000154920	EME1
ENST00000370206	ENSG00000117519	CNN3
ENST00000415017	ENSG00000117519	CNN3
ENST00000545882	ENSG00000117519	CNN3
ENST00000394202	ENSG00000117519	CNN3
ENST00000275517	ENSG00000146670	CDCA5
ENST00000404147	ENSG00000146670	CDCA5
ENST00000361396	ENSG00000134874	DZIP1
ENST00000376829	ENSG00000134874	DZIP1
ENST00000466569	ENSG00000134874	DZIP1
ENST00000347108	ENSG00000134874	DZIP1
ENST00000361156	ENSG00000134874	DZIP1
ENST00000308377	ENSG00000172716	SLFN11
ENST00000394566	ENSG00000172716	SLFN11
ENST00000591682	ENSG00000172716	SLFN11
ENST00000441608	ENSG00000172716	SLFN11
ENST00000589811	ENSG00000172716	SLFN11
ENST00000430814	ENSG00000172716	SLFN11
ENST00000427966	ENSG00000172716	SLFN11
ENST00000588579	ENSG00000172716	SLFN11
ENST00000612001	ENSG00000278634	LILRA2
ENST00000621721	ENSG00000278634	LILRA2
ENST00000622640	ENSG00000278634	LILRA2
ENST00000627076	ENSG00000278634	LILRA2
ENST00000628662	ENSG00000278634	LILRA2
ENST00000260118	ENSG00000137563	GGH
ENST00000268802	ENSG00000141101	NOB1
ENST00000425817	ENSG00000135917	SLC19A3
ENST00000409287	ENSG00000135917	SLC19A3
ENST00000258403	ENSG00000135917	SLC19A3
ENST00000456524	ENSG00000135917	SLC19A3
ENST00000431622	ENSG00000135917	SLC19A3
ENST00000419059	ENSG00000135917	SLC19A3
ENST00000409456	ENSG00000135917	SLC19A3
ENST00000373347	ENSG00000116544	DLGAP3
ENST00000235180	ENSG00000116544	DLGAP3
ENST00000406487	ENSG00000242221	PSG2
ENST00000329509	ENSG00000242221	PSG2
ENST00000606471	ENSG00000091972	CD200
ENST00000498096	ENSG00000091972	CD200
ENST00000473539	ENSG00000091972	CD200
ENST00000315711	ENSG00000091972	CD200
ENST00000383681	ENSG00000091972	CD200
ENST00000478595	ENSG00000091972	CD200
ENST00000555099	ENSG00000258817	OR4C13
ENST00000378466	ENSG00000157881	PANK4
ENST00000435556	ENSG00000157881	PANK4
ENST00000505228	ENSG00000157881	PANK4
ENST00000468002	ENSG00000157881	PANK4
ENST00000397332	ENSG00000116990	MYCL
ENST00000372816	ENSG00000116990	MYCL
ENST00000372815	ENSG00000116990	MYCL
ENST00000450953	ENSG00000116990	MYCL
ENST00000217455	ENSG00000101473	ACOT8
ENST00000461272	ENSG00000101473	ACOT8
ENST00000487205	ENSG00000101473	ACOT8
ENST00000483141	ENSG00000101473	ACOT8
ENST00000486165	ENSG00000101473	ACOT8
ENST00000481938	ENSG00000101473	ACOT8
