# Sample_ID	Tissue_General	Tissue_Specific
GTEX-S4Q7-0526-SM-4AD5N	Esophagus	Esophagus - Muscularis
GTEX-S4Z8-0726-SM-4GICB	Esophagus	Esophagus - Muscularis
GTEX-S7SF-1026-SM-4AD4I	Esophagus	Esophagus - Muscularis
GTEX-S95S-0326-SM-4B66U	Esophagus	Esophagus - Muscularis
GTEX-SE5C-1326-SM-4BRUH	Esophagus	Esophagus - Muscularis
GTEX-SIU7-1326-SM-4BRWW	Esophagus	Esophagus - Muscularis
GTEX-SNMC-0426-SM-4DM5Y	Esophagus	Esophagus - Muscularis
GTEX-SNOS-0726-SM-4DM5Z	Esophagus	Esophagus - Muscularis
GTEX-T2IS-0926-SM-4DM5B	Esophagus	Esophagus - Muscularis
GTEX-T5JC-1826-SM-4DM6E	Esophagus	Esophagus - Muscularis
GTEX-T5JW-1426-SM-4DM5Q	Esophagus	Esophagus - Muscularis
GTEX-T6MN-1526-SM-4DM5P	Esophagus	Esophagus - Muscularis
GTEX-T6MO-0626-SM-4DM6P	Esophagus	Esophagus - Muscularis
GTEX-T8EM-0626-SM-4DM62	Esophagus	Esophagus - Muscularis
GTEX-TKQ1-0426-SM-4DXT4	Esophagus	Esophagus - Muscularis
GTEX-TKQ2-1226-SM-4DXSV	Esophagus	Esophagus - Muscularis
GTEX-TML8-1426-SM-4DXUT	Esophagus	Esophagus - Muscularis
GTEX-TMMY-1226-SM-4DXT6	Esophagus	Esophagus - Muscularis
GTEX-U3ZH-1126-SM-4DXUG	Esophagus	Esophagus - Muscularis
GTEX-U3ZM-0626-SM-4DXTV	Esophagus	Esophagus - Muscularis
GTEX-U3ZN-1826-SM-4DXUY	Esophagus	Esophagus - Muscularis
GTEX-U4B1-0926-SM-4DXUV	Esophagus	Esophagus - Muscularis
GTEX-U8XE-1826-SM-4E3HV	Esophagus	Esophagus - Muscularis
GTEX-UJHI-0926-SM-4IHKF	Esophagus	Esophagus - Muscularis
GTEX-UJMC-1026-SM-4IHKN	Esophagus	Esophagus - Muscularis
GTEX-UPIC-0626-SM-4IHK2	Esophagus	Esophagus - Muscularis
GTEX-UPK5-1326-SM-4IHLE	Esophagus	Esophagus - Muscularis
GTEX-V1D1-1126-SM-4JBHT	Esophagus	Esophagus - Muscularis
GTEX-V955-1026-SM-4JBHO	Esophagus	Esophagus - Muscularis
GTEX-VJYA-0626-SM-4KL1S	Esophagus	Esophagus - Muscularis
GTEX-VUSG-1126-SM-4KKZQ	Esophagus	Esophagus - Muscularis
GTEX-W5WG-1526-SM-4LMIG	Esophagus	Esophagus - Muscularis
GTEX-WEY5-1026-SM-4LMK9	Esophagus	Esophagus - Muscularis
GTEX-WFG7-1026-SM-4LMK8	Esophagus	Esophagus - Muscularis
GTEX-WFG8-1026-SM-4LVMZ	Esophagus	Esophagus - Muscularis
GTEX-WFJO-0726-SM-4LVM8	Esophagus	Esophagus - Muscularis
GTEX-WFON-0926-SM-4LVMK	Esophagus	Esophagus - Muscularis
GTEX-WH7G-1026-SM-4LVML	Esophagus	Esophagus - Muscularis
GTEX-WHWD-1026-SM-4OORZ	Esophagus	Esophagus - Muscularis
GTEX-WOFM-0526-SM-4OOS2	Esophagus	Esophagus - Muscularis
GTEX-WRHK-0426-SM-4MVOG	Esophagus	Esophagus - Muscularis
GTEX-WYVS-0826-SM-4RTXB	Esophagus	Esophagus - Muscularis
GTEX-WZTO-1526-SM-4PQYQ	Esophagus	Esophagus - Muscularis
GTEX-X15G-0926-SM-4PQZE	Esophagus	Esophagus - Muscularis
GTEX-X3Y1-1226-SM-4PQZ8	Esophagus	Esophagus - Muscularis
GTEX-X5EB-1426-SM-46MVW	Esophagus	Esophagus - Muscularis
GTEX-X8HC-1526-SM-46MWD	Esophagus	Esophagus - Muscularis
GTEX-XBED-0926-SM-48TCE	Esophagus	Esophagus - Muscularis
GTEX-XBEW-1426-SM-4AT4J	Esophagus	Esophagus - Muscularis
GTEX-XPVG-1326-SM-4B65P	Esophagus	Esophagus - Muscularis
GTEX-XQ3S-1226-SM-4BOPP	Esophagus	Esophagus - Muscularis
GTEX-XQ8I-1626-SM-4BOOI	Esophagus	Esophagus - Muscularis
GTEX-XUJ4-0926-SM-4BOPA	Esophagus	Esophagus - Muscularis
GTEX-XUW1-1526-SM-4BOOY	Esophagus	Esophagus - Muscularis
GTEX-XUZC-0326-SM-4BOO8	Esophagus	Esophagus - Muscularis
GTEX-XV7Q-1026-SM-4BRVR	Esophagus	Esophagus - Muscularis
GTEX-XXEK-0426-SM-4BRVW	Esophagus	Esophagus - Muscularis
GTEX-Y111-1726-SM-4SOIQ	Esophagus	Esophagus - Muscularis
GTEX-Y3I4-1026-SM-4TT2C	Esophagus	Esophagus - Muscularis
GTEX-Y3IK-1226-SM-4WWEK	Esophagus	Esophagus - Muscularis
GTEX-Y5LM-1126-SM-4VDT5	Esophagus	Esophagus - Muscularis
GTEX-Y5V6-1126-SM-4VDTD	Esophagus	Esophagus - Muscularis
GTEX-Y8E4-1826-SM-4VBPV	Esophagus	Esophagus - Muscularis
GTEX-YB5E-0826-SM-4VDRZ	Esophagus	Esophagus - Muscularis
GTEX-YB5K-0726-SM-5LU8R	Esophagus	Esophagus - Muscularis
GTEX-YEC3-1926-SM-4WWF5	Esophagus	Esophagus - Muscularis
GTEX-YEC4-1126-SM-5CVLW	Esophagus	Esophagus - Muscularis
GTEX-YECK-1726-SM-5IFI3	Esophagus	Esophagus - Muscularis
GTEX-YF7O-0826-SM-4W21F	Esophagus	Esophagus - Muscularis
GTEX-YFCO-0526-SM-4W1ZJ	Esophagus	Esophagus - Muscularis
GTEX-YJ8A-1226-SM-5IFHH	Esophagus	Esophagus - Muscularis
GTEX-Z9EW-0626-SM-5HL95	Esophagus	Esophagus - Muscularis
GTEX-ZA64-0526-SM-5HL9I	Esophagus	Esophagus - Muscularis
GTEX-ZAB4-1226-SM-5CVN5	Esophagus	Esophagus - Muscularis
GTEX-ZAB5-1026-SM-5HL91	Esophagus	Esophagus - Muscularis
GTEX-ZDYS-0926-SM-4WWCS	Esophagus	Esophagus - Muscularis
GTEX-ZEX8-1326-SM-4WWEW	Esophagus	Esophagus - Muscularis
GTEX-ZG7Y-1326-SM-4WWBL	Esophagus	Esophagus - Muscularis
GTEX-ZLFU-1026-SM-5EQMZ	Esophagus	Esophagus - Muscularis
GTEX-ZLV1-0626-SM-4WWF6	Esophagus	Esophagus - Muscularis
GTEX-ZLWG-1226-SM-4WWFS	Esophagus	Esophagus - Muscularis
GTEX-ZP4G-0926-SM-4WWF4	Esophagus	Esophagus - Muscularis
GTEX-ZPCL-1226-SM-4WWFF	Esophagus	Esophagus - Muscularis
GTEX-ZPIC-1626-SM-57WEB	Esophagus	Esophagus - Muscularis
GTEX-ZPU1-1326-SM-57WE1	Esophagus	Esophagus - Muscularis
GTEX-ZQUD-0326-SM-4YCEN	Esophagus	Esophagus - Muscularis
GTEX-ZT9W-1226-SM-57WE4	Esophagus	Esophagus - Muscularis
GTEX-ZTPG-1526-SM-51MTF	Esophagus	Esophagus - Muscularis
GTEX-ZTSS-0726-SM-51MSN	Esophagus	Esophagus - Muscularis
GTEX-ZTTD-1426-SM-4YCEX	Esophagus	Esophagus - Muscularis
GTEX-ZVT2-1226-SM-5GU5H	Esophagus	Esophagus - Muscularis
GTEX-ZVZP-1426-SM-5NQ7R	Esophagus	Esophagus - Muscularis
GTEX-ZXES-1226-SM-5NQ8G	Esophagus	Esophagus - Muscularis
GTEX-ZY6K-0526-SM-5GZY9	Esophagus	Esophagus - Muscularis
GTEX-ZYFC-1726-SM-5GZYX	Esophagus	Esophagus - Muscularis
GTEX-ZYT6-1226-SM-5E44Q	Esophagus	Esophagus - Muscularis
GTEX-ZYVF-2326-SM-5E44Z	Esophagus	Esophagus - Muscularis
GTEX-ZYW4-1426-SM-5SIAX	Esophagus	Esophagus - Muscularis
GTEX-ZYWO-0926-SM-5E43J	Esophagus	Esophagus - Muscularis
GTEX-ZYY3-1626-SM-5EGJF	Esophagus	Esophagus - Muscularis
GTEX-ZZ64-0326-SM-5E45S	Esophagus	Esophagus - Muscularis
GTEX-ZZPU-1826-SM-5E43L	Esophagus	Esophagus - Muscularis
GTEX-111YS-0526-SM-5GZXJ	Blood Vessel	Artery - Aorta
GTEX-1122O-1126-SM-5NQ8X	Blood Vessel	Artery - Aorta
GTEX-1128S-0326-SM-5GZZF	Blood Vessel	Artery - Aorta
GTEX-117XS-0426-SM-5GZZN	Blood Vessel	Artery - Aorta
GTEX-117YW-0226-SM-5N9CM	Blood Vessel	Artery - Aorta
GTEX-11DXX-0426-SM-5EQ5F	Blood Vessel	Artery - Aorta
GTEX-11DXZ-0426-SM-5987Y	Blood Vessel	Artery - Aorta
GTEX-11DYG-1226-SM-5N9DC	Blood Vessel	Artery - Aorta
GTEX-11EM3-0226-SM-5985Y	Blood Vessel	Artery - Aorta
GTEX-11EMC-0926-SM-59863	Blood Vessel	Artery - Aorta
GTEX-11GS4-0326-SM-5N9F7	Blood Vessel	Artery - Aorta
GTEX-11GSP-1126-SM-5A5LM	Blood Vessel	Artery - Aorta
GTEX-11I78-0726-SM-5A5M1	Blood Vessel	Artery - Aorta
GTEX-11LCK-0726-SM-5PNYC	Blood Vessel	Artery - Aorta
GTEX-11NUK-0726-SM-5A5ME	Blood Vessel	Artery - Aorta
GTEX-11ONC-0926-SM-5BC5E	Blood Vessel	Artery - Aorta
GTEX-11P81-0326-SM-5HL6B	Blood Vessel	Artery - Aorta
GTEX-11P82-0126-SM-5HL72	Blood Vessel	Artery - Aorta
GTEX-11TT1-1226-SM-5Q5AV	Blood Vessel	Artery - Aorta
GTEX-11UD2-0826-SM-5EQKS	Blood Vessel	Artery - Aorta
GTEX-11ZTS-0826-SM-5EQ49	Blood Vessel	Artery - Aorta
GTEX-11ZVC-0326-SM-5CVLC	Blood Vessel	Artery - Aorta
GTEX-1211K-0326-SM-5FQT1	Blood Vessel	Artery - Aorta
GTEX-1212Z-0826-SM-5EQ51	Blood Vessel	Artery - Aorta
GTEX-12696-0426-SM-5EGL5	Blood Vessel	Artery - Aorta
GTEX-12C56-0226-SM-5N9FB	Blood Vessel	Artery - Aorta
GTEX-12KS4-0626-SM-5PNY4	Blood Vessel	Artery - Aorta
GTEX-12WSD-1326-SM-5GCNU	Blood Vessel	Artery - Aorta
GTEX-12WSK-0426-SM-5GCNS	Blood Vessel	Artery - Aorta
GTEX-12WSN-0326-SM-5GCP6	Blood Vessel	Artery - Aorta
GTEX-12ZZX-1026-SM-5LZUW	Blood Vessel	Artery - Aorta
GTEX-12ZZY-1326-SM-5GCNW	Blood Vessel	Artery - Aorta
GTEX-13111-0526-SM-5LZVF	Blood Vessel	Artery - Aorta
GTEX-13113-0526-SM-5GCN2	Blood Vessel	Artery - Aorta
GTEX-1313W-1026-SM-5EQ5I	Blood Vessel	Artery - Aorta
GTEX-131XF-0626-SM-5GIDS	Blood Vessel	Artery - Aorta
GTEX-131XW-2226-SM-5PNY1	Blood Vessel	Artery - Aorta
GTEX-131YS-1126-SM-5N9FQ	Blood Vessel	Artery - Aorta
GTEX-132AR-2126-SM-5K7XG	Blood Vessel	Artery - Aorta
GTEX-1339X-0526-SM-5KLYW	Blood Vessel	Artery - Aorta
GTEX-133LE-0226-SM-5PNY3	Blood Vessel	Artery - Aorta
GTEX-1399R-0626-SM-5K7UZ	Blood Vessel	Artery - Aorta
GTEX-1399T-0526-SM-5J1NC	Blood Vessel	Artery - Aorta
GTEX-1399U-0426-SM-5K7UU	Blood Vessel	Artery - Aorta
GTEX-139D8-1226-SM-5L3ED	Blood Vessel	Artery - Aorta
GTEX-139TS-0226-SM-5K7W5	Blood Vessel	Artery - Aorta
GTEX-139TU-1126-SM-5J1NY	Blood Vessel	Artery - Aorta
GTEX-139UW-0426-SM-5K7V4	Blood Vessel	Artery - Aorta
GTEX-139YR-0626-SM-5IJBT	Blood Vessel	Artery - Aorta
GTEX-13CF3-0526-SM-5IJBV	Blood Vessel	Artery - Aorta
GTEX-13D11-1426-SM-5K7Y9	Blood Vessel	Artery - Aorta
GTEX-13FH7-0326-SM-5J1MR	Blood Vessel	Artery - Aorta
GTEX-13FHO-1626-SM-5IJGB	Blood Vessel	Artery - Aorta
GTEX-13FLV-1426-SM-5J1N4	Blood Vessel	Artery - Aorta
GTEX-13FTX-0226-SM-5K7TX	Blood Vessel	Artery - Aorta
GTEX-13FTZ-0126-SM-5K7V3	Blood Vessel	Artery - Aorta
GTEX-13N2G-0526-SM-5MR5L	Blood Vessel	Artery - Aorta
GTEX-13NYB-0426-SM-5IJDD	Blood Vessel	Artery - Aorta
GTEX-13NZ9-1226-SM-5MR3J	Blood Vessel	Artery - Aorta
GTEX-13O1R-1026-SM-5KM2L	Blood Vessel	Artery - Aorta
GTEX-13O21-0426-SM-5K7VR	Blood Vessel	Artery - Aorta
GTEX-13O3O-1126-SM-5KM4Q	Blood Vessel	Artery - Aorta
GTEX-13O3P-1126-SM-5L3FG	Blood Vessel	Artery - Aorta
GTEX-13O61-0326-SM-5KM2O	Blood Vessel	Artery - Aorta
GTEX-13OVG-0826-SM-5L3D8	Blood Vessel	Artery - Aorta
GTEX-13OW5-0826-SM-5J1NE	Blood Vessel	Artery - Aorta
GTEX-13OW6-1526-SM-5L3HX	Blood Vessel	Artery - Aorta
GTEX-13OW8-1826-SM-5L3H1	Blood Vessel	Artery - Aorta
GTEX-13PVQ-1426-SM-5J1O4	Blood Vessel	Artery - Aorta
GTEX-13PVR-0826-SM-5S2PV	Blood Vessel	Artery - Aorta
GTEX-13QBU-0326-SM-5LU3F	Blood Vessel	Artery - Aorta
GTEX-13RTK-0126-SM-5RQHQ	Blood Vessel	Artery - Aorta
GTEX-13U4I-1026-SM-5LU3G	Blood Vessel	Artery - Aorta
GTEX-13VXT-0826-SM-5SIAP	Blood Vessel	Artery - Aorta
GTEX-13W46-1826-SM-5K7VA	Blood Vessel	Artery - Aorta
GTEX-13X6I-0926-SM-5LUAB	Blood Vessel	Artery - Aorta
GTEX-13X6K-1926-SM-5LU4O	Blood Vessel	Artery - Aorta
GTEX-13YAN-1526-SM-5LU3E	Blood Vessel	Artery - Aorta
GTEX-144GN-0326-SM-5O9AD	Blood Vessel	Artery - Aorta
GTEX-145MH-1026-SM-5Q5CI	Blood Vessel	Artery - Aorta
GTEX-145MO-1226-SM-5QGPC	Blood Vessel	Artery - Aorta
GTEX-146FH-1326-SM-5NQBI	Blood Vessel	Artery - Aorta
GTEX-146FQ-0826-SM-5LUAJ	Blood Vessel	Artery - Aorta
GTEX-146FR-1026-SM-5NQ9T	Blood Vessel	Artery - Aorta
GTEX-147F4-1026-SM-5Q5F9	Blood Vessel	Artery - Aorta
GTEX-1497J-1026-SM-5NQAV	Blood Vessel	Artery - Aorta
GTEX-14A5I-1326-SM-5SIAQ	Blood Vessel	Artery - Aorta
GTEX-14AS3-0526-SM-5QGQQ	Blood Vessel	Artery - Aorta
GTEX-14ASI-1126-SM-5QGPN	Blood Vessel	Artery - Aorta
GTEX-14BIM-2626-SM-5S2OF	Blood Vessel	Artery - Aorta
GTEX-14DAQ-1326-SM-5RQIM	Blood Vessel	Artery - Aorta
GTEX-14ICL-0326-SM-5S2OS	Blood Vessel	Artery - Aorta
GTEX-N7MT-1426-SM-3LK5M	Blood Vessel	Artery - Aorta
GTEX-NFK9-1326-SM-3LK5I	Blood Vessel	Artery - Aorta
GTEX-NPJ8-0526-SM-3MJHN	Blood Vessel	Artery - Aorta
GTEX-O5YT-0426-SM-3MJHD	Blood Vessel	Artery - Aorta
GTEX-O5YV-0626-SM-3LK64	Blood Vessel	Artery - Aorta
GTEX-O5YW-0426-SM-3MJHJ	Blood Vessel	Artery - Aorta
GTEX-OHPK-0426-SM-3MJH3	Blood Vessel	Artery - Aorta
GTEX-OHPL-0426-SM-3TW8X	Blood Vessel	Artery - Aorta
GTEX-OHPM-0426-SM-3TW8V	Blood Vessel	Artery - Aorta
GTEX-OIZG-0426-SM-3LK5W	Blood Vessel	Artery - Aorta
GTEX-OIZI-1126-SM-3NB1F	Blood Vessel	Artery - Aorta
GTEX-OOBJ-0426-SM-3NB1S	Blood Vessel	Artery - Aorta
GTEX-OOBK-0425-SM-3LK5O	Blood Vessel	Artery - Aorta
GTEX-OXRL-0426-SM-3NM97	Blood Vessel	Artery - Aorta
GTEX-P44H-1026-SM-3NM96	Blood Vessel	Artery - Aorta
GTEX-P4PP-0426-SM-3NM9H	Blood Vessel	Artery - Aorta
GTEX-P4PQ-0426-SM-3NMCI	Blood Vessel	Artery - Aorta
GTEX-P4QS-0426-SM-3NMCQ	Blood Vessel	Artery - Aorta
GTEX-P78B-0826-SM-3NMCA	Blood Vessel	Artery - Aorta
GTEX-PLZ5-0426-SM-3P612	Blood Vessel	Artery - Aorta
GTEX-PLZ6-0326-SM-3P61J	Blood Vessel	Artery - Aorta
GTEX-POMQ-0426-SM-3P61G	Blood Vessel	Artery - Aorta
GTEX-POYW-1126-SM-48TCI	Blood Vessel	Artery - Aorta
GTEX-PSDG-1026-SM-48TCV	Blood Vessel	Artery - Aorta
GTEX-PW2O-0426-SM-48TCC	Blood Vessel	Artery - Aorta
GTEX-PWCY-0326-SM-43IRU	Blood Vessel	Artery - Aorta
GTEX-PX3G-0426-SM-48U1C	Blood Vessel	Artery - Aorta
GTEX-Q2AG-0926-SM-48U1Q	Blood Vessel	Artery - Aorta
GTEX-Q2AH-0326-SM-48U1K	Blood Vessel	Artery - Aorta
GTEX-QCQG-1526-SM-48U25	Blood Vessel	Artery - Aorta
GTEX-QDT8-1026-SM-43V6X	Blood Vessel	Artery - Aorta
GTEX-QDVJ-0626-SM-48U1T	Blood Vessel	Artery - Aorta
GTEX-QDVN-0226-SM-48TZ9	Blood Vessel	Artery - Aorta
GTEX-QEG4-0926-SM-4R1JO	Blood Vessel	Artery - Aorta
GTEX-QEG5-1226-SM-447AR	Blood Vessel	Artery - Aorta
GTEX-QEL4-1126-SM-4R1JJ	Blood Vessel	Artery - Aorta
GTEX-QESD-0426-SM-4R1JZ	Blood Vessel	Artery - Aorta
GTEX-QLQ7-0426-SM-4R1JU	Blood Vessel	Artery - Aorta
GTEX-QMRM-0626-SM-447BQ	Blood Vessel	Artery - Aorta
GTEX-QV31-0326-SM-447BM	Blood Vessel	Artery - Aorta
GTEX-QV44-0626-SM-4R1KJ	Blood Vessel	Artery - Aorta
GTEX-QVJO-0526-SM-447CE	Blood Vessel	Artery - Aorta
GTEX-QVUS-0426-SM-48FE3	Blood Vessel	Artery - Aorta
GTEX-QXCU-0926-SM-48FEP	Blood Vessel	Artery - Aorta
GTEX-R53T-0826-SM-48FCP	Blood Vessel	Artery - Aorta
GTEX-R55E-1126-SM-48FDZ	Blood Vessel	Artery - Aorta
GTEX-R55G-0626-SM-48FDB	Blood Vessel	Artery - Aorta
GTEX-REY6-1126-SM-48FDU	Blood Vessel	Artery - Aorta
GTEX-RUSQ-0326-SM-47JWS	Blood Vessel	Artery - Aorta
GTEX-RWS6-0526-SM-4GIAJ	Blood Vessel	Artery - Aorta
GTEX-RWSA-0926-SM-47JXW	Blood Vessel	Artery - Aorta
GTEX-S32W-0426-SM-4AD6H	Blood Vessel	Artery - Aorta
GTEX-S33H-0726-SM-4AD6M	Blood Vessel	Artery - Aorta
GTEX-S3XE-0326-SM-4AD6L	Blood Vessel	Artery - Aorta
GTEX-S4P3-0326-SM-4AD6P	Blood Vessel	Artery - Aorta
GTEX-S4Z8-0626-SM-4AD6J	Blood Vessel	Artery - Aorta
GTEX-S95S-0226-SM-4B656	Blood Vessel	Artery - Aorta
GTEX-SNOS-0326-SM-4DM6C	Blood Vessel	Artery - Aorta
GTEX-T5JC-0326-SM-4DM5C	Blood Vessel	Artery - Aorta
GTEX-T6MN-1126-SM-4DM71	Blood Vessel	Artery - Aorta
GTEX-T8EM-0426-SM-4DM7E	Blood Vessel	Artery - Aorta
GTEX-TMMY-1026-SM-4DXTI	Blood Vessel	Artery - Aorta
GTEX-U3ZH-0626-SM-4DXT3	Blood Vessel	Artery - Aorta
GTEX-U3ZM-0326-SM-4DXUJ	Blood Vessel	Artery - Aorta
GTEX-U3ZN-0526-SM-4DXTH	Blood Vessel	Artery - Aorta
GTEX-U8XE-1226-SM-4E3HN	Blood Vessel	Artery - Aorta
GTEX-UJHI-0226-SM-4IHJL	Blood Vessel	Artery - Aorta
GTEX-UJMC-0626-SM-4IHJQ	Blood Vessel	Artery - Aorta
GTEX-UPIC-0526-SM-4WWCQ	Blood Vessel	Artery - Aorta
GTEX-UPJH-0926-SM-4IHKA	Blood Vessel	Artery - Aorta
GTEX-UPK5-1526-SM-4JBJA	Blood Vessel	Artery - Aorta
GTEX-V1D1-0326-SM-4JBIY	Blood Vessel	Artery - Aorta
GTEX-V955-0926-SM-4JBJ8	Blood Vessel	Artery - Aorta
GTEX-VJYA-0226-SM-4KL1Q	Blood Vessel	Artery - Aorta
GTEX-VUSG-0526-SM-4KL22	Blood Vessel	Artery - Aorta
GTEX-WFG7-0926-SM-4LMK7	Blood Vessel	Artery - Aorta
GTEX-WFG8-0826-SM-4LVN5	Blood Vessel	Artery - Aorta
GTEX-WFON-0526-SM-4LVLY	Blood Vessel	Artery - Aorta
GTEX-WH7G-0626-SM-4LVMO	Blood Vessel	Artery - Aorta
GTEX-WHWD-0526-SM-4OORW	Blood Vessel	Artery - Aorta
GTEX-WQUQ-1526-SM-4OOSM	Blood Vessel	Artery - Aorta
GTEX-WRHU-1326-SM-4E3K7	Blood Vessel	Artery - Aorta
GTEX-WZTO-1626-SM-4PQYR	Blood Vessel	Artery - Aorta
GTEX-X3Y1-0326-SM-4PQZ7	Blood Vessel	Artery - Aorta
GTEX-X4EO-1026-SM-4QARP	Blood Vessel	Artery - Aorta
GTEX-X4EP-1426-SM-4PQZP	Blood Vessel	Artery - Aorta
GTEX-X4XY-1526-SM-4QASE	Blood Vessel	Artery - Aorta
GTEX-XBED-0726-SM-4GIAR	Blood Vessel	Artery - Aorta
GTEX-XBEW-0526-SM-4QASO	Blood Vessel	Artery - Aorta
GTEX-XPT6-0326-SM-4B66V	Blood Vessel	Artery - Aorta
GTEX-XQ3S-0126-SM-4BOO9	Blood Vessel	Artery - Aorta
GTEX-XQ8I-1326-SM-4BOPV	Blood Vessel	Artery - Aorta
GTEX-XUJ4-0326-SM-4BOP9	Blood Vessel	Artery - Aorta
GTEX-XUW1-1126-SM-4BONZ	Blood Vessel	Artery - Aorta
GTEX-XUZC-0626-SM-4BOPG	Blood Vessel	Artery - Aorta
GTEX-XV7Q-0526-SM-4BRWR	Blood Vessel	Artery - Aorta
GTEX-XXEK-0726-SM-4BRWF	Blood Vessel	Artery - Aorta
GTEX-XYKS-0426-SM-4BRW4	Blood Vessel	Artery - Aorta
GTEX-Y114-0426-SM-4TT6V	Blood Vessel	Artery - Aorta
GTEX-Y3I4-0326-SM-4TT28	Blood Vessel	Artery - Aorta
GTEX-Y3IK-0726-SM-4WWE5	Blood Vessel	Artery - Aorta
GTEX-Y5LM-0226-SM-4VBRM	Blood Vessel	Artery - Aorta
GTEX-Y5V5-0426-SM-4VBPU	Blood Vessel	Artery - Aorta
GTEX-Y5V6-0426-SM-4VBRZ	Blood Vessel	Artery - Aorta
GTEX-Y8E4-1126-SM-5IFIA	Blood Vessel	Artery - Aorta
GTEX-Y8LW-0426-SM-4VBQ6	Blood Vessel	Artery - Aorta
GTEX-Y9LG-0226-SM-4VBS4	Blood Vessel	Artery - Aorta
GTEX-YB5K-0326-SM-5IFJQ	Blood Vessel	Artery - Aorta
GTEX-YEC3-0526-SM-5IFHN	Blood Vessel	Artery - Aorta
GTEX-YEC4-0726-SM-5CVLV	Blood Vessel	Artery - Aorta
GTEX-YECK-1326-SM-4W1ZF	Blood Vessel	Artery - Aorta
GTEX-YFC4-0326-SM-4TT3U	Blood Vessel	Artery - Aorta
GTEX-YJ8O-0226-SM-5S2NL	Blood Vessel	Artery - Aorta
GTEX-Z9EW-0126-SM-5CVM6	Blood Vessel	Artery - Aorta
GTEX-ZA64-0126-SM-5HL8Z	Blood Vessel	Artery - Aorta
GTEX-ZAB4-0526-SM-5HL7Z	Blood Vessel	Artery - Aorta
GTEX-ZAJG-1226-SM-5S2MH	Blood Vessel	Artery - Aorta
GTEX-ZAK1-1226-SM-5Q5AA	Blood Vessel	Artery - Aorta
GTEX-ZC5H-1026-SM-5CVN1	Blood Vessel	Artery - Aorta
GTEX-ZDTS-1426-SM-5K7WC	Blood Vessel	Artery - Aorta
GTEX-ZDYS-0526-SM-5L3EE	Blood Vessel	Artery - Aorta
GTEX-ZF2S-0926-SM-4WWBJ	Blood Vessel	Artery - Aorta
GTEX-ZF3C-1426-SM-4WWCD	Blood Vessel	Artery - Aorta
GTEX-ZG7Y-0126-SM-4WWEX	Blood Vessel	Artery - Aorta
GTEX-ZP4G-0526-SM-4YCED	Blood Vessel	Artery - Aorta
GTEX-ZQUD-0226-SM-4YCEB	Blood Vessel	Artery - Aorta
GTEX-ZVT2-0726-SM-5GIER	Blood Vessel	Artery - Aorta
GTEX-ZVZP-0126-SM-5NQ6Q	Blood Vessel	Artery - Aorta
GTEX-ZYFD-2126-SM-5E43D	Blood Vessel	Artery - Aorta
GTEX-ZYFG-0326-SM-5E45Z	Blood Vessel	Artery - Aorta
GTEX-ZYW4-1226-SM-5E45B	Blood Vessel	Artery - Aorta
GTEX-ZYY3-1226-SM-5EQKM	Blood Vessel	Artery - Aorta
GTEX-OHPK-2326-SM-3MJH2	Fallopian Tube	Fallopian Tube
GTEX-S32W-1326-SM-4AD5Q	Fallopian Tube	Fallopian Tube
GTEX-S341-0826-SM-4AD73	Fallopian Tube	Fallopian Tube
GTEX-SE5C-0926-SM-4BRUF	Fallopian Tube	Fallopian Tube
GTEX-T5JW-0326-SM-4DM6J	Fallopian Tube	Fallopian Tube
GTEX-T6MO-1026-SM-4DM72	Fallopian Tube	Fallopian Tube
GTEX-1117F-0726-SM-5GIEN	Heart	Heart - Atrial Appendage
GTEX-111FC-0626-SM-5N9CU	Heart	Heart - Atrial Appendage
GTEX-111VG-0326-SM-5GZX7	Heart	Heart - Atrial Appendage
GTEX-111YS-0326-SM-5GZZ3	Heart	Heart - Atrial Appendage
GTEX-1122O-0626-SM-5N9B9	Heart	Heart - Atrial Appendage
GTEX-117XS-0726-SM-5H131	Heart	Heart - Atrial Appendage
GTEX-117YX-0626-SM-5EGJI	Heart	Heart - Atrial Appendage
GTEX-1192W-0226-SM-5EGGT	Heart	Heart - Atrial Appendage
GTEX-1192X-0726-SM-5987R	Heart	Heart - Atrial Appendage
GTEX-11DXX-0526-SM-5PNVR	Heart	Heart - Atrial Appendage
GTEX-11DXY-1026-SM-5987V	Heart	Heart - Atrial Appendage
GTEX-11DXZ-0326-SM-5EGH1	Heart	Heart - Atrial Appendage
GTEX-11DYG-1026-SM-5A5JQ	Heart	Heart - Atrial Appendage
GTEX-11EM3-0426-SM-5N9BZ	Heart	Heart - Atrial Appendage
GTEX-11EMC-0826-SM-59862	Heart	Heart - Atrial Appendage
GTEX-11EQ8-1326-SM-5EGJQ	Heart	Heart - Atrial Appendage
GTEX-11GS4-0426-SM-5N9CD	Heart	Heart - Atrial Appendage
GTEX-11GSP-1226-SM-5985M	Heart	Heart - Atrial Appendage
GTEX-11LCK-0826-SM-5PNYD	Heart	Heart - Atrial Appendage
GTEX-11NUK-0926-SM-5HL57	Heart	Heart - Atrial Appendage
GTEX-11NV4-0826-SM-5BC4S	Heart	Heart - Atrial Appendage
GTEX-11O72-1026-SM-5986B	Heart	Heart - Atrial Appendage
GTEX-11ONC-1026-SM-5GU64	Heart	Heart - Atrial Appendage
